Threads	Scale	NumSpheres	Timesteps	Total Time	Total Collisions	Wall Collisions	Sphere Collisions	Total Checks	Avg. Checks per Timestep	Avg. Timesteps per Second	Avg. Milliseconds per Timestep	Time Dilation	Total Threads
8	4	1	1920	0.0838916	37	37	0	11520	6	22886.7	0.0436936	357.604	8	
8	4	2	1920	0.0891149	78	78	0	24960	13	21545.2	0.046414	336.644	8	
8	4	4	1920	0.0715406	218	218	0	57600	30	26837.9	0.0372607	419.342	8	
8	4	8	1920	0.0805008	378	369	9	145920	76	23850.7	0.0419275	372.667	8	
8	4	16	1920	0.0813723	778	749	29	414720	216	23595.2	0.0423814	368.676	8	
8	4	32	1920	0.0977884	1519	1422	97	1320960	688	19634.2	0.0509315	306.785	8	
8	4	64	1920	0.14827	3096	2789	307	4608000	2400	12949.3	0.077224	202.334	8	
8	4	128	1920	0.221401	7464	6027	1437	17080320	8896	8672.07	0.115313	135.501	8	
8	4	256	1920	0.657974	18892	13026	5866	65617920	34176	2918.05	0.342695	45.5945	8	
8	4	512	1920	2.07274	70800	36045	34755	257064960	133888	926.308	1.07955	14.4736	8	
8	4	1024	1920	7.28079	311618	100946	210672	1017446400	529920	263.707	3.79208	4.12043	8	
8	4	2048	1920	31.3798	1484260	284791	1199469	4048158720	2.10842e+06	61.1858	16.3437	0.956028	8	
8	8	1	1920	0.0835916	20	20	0	11520	6	22968.8	0.0435373	358.888	8	
8	8	2	1920	0.0826324	46	46	0	24960	13	23235.4	0.0430377	363.054	8	
8	8	4	1920	0.0848007	148	148	0	57600	30	22641.3	0.0441671	353.77	8	
8	8	8	1920	0.101464	243	241	2	145920	76	18923	0.0528457	295.672	8	
8	8	16	1920	0.0559273	427	423	4	414720	216	34330.3	0.0291288	536.41	8	
8	8	32	1920	0.073744	925	910	15	1320960	688	26036	0.0384083	406.813	8	
8	8	64	1920	0.110456	1875	1815	60	4608000	2400	17382.5	0.0575292	271.601	8	
8	8	128	1920	0.206135	3668	3451	217	17080320	8896	9314.26	0.107362	145.535	8	
8	8	256	1920	0.640982	8197	7308	889	65617920	34176	2995.4	0.333845	46.8032	8	
8	8	512	1920	2.12652	19202	15260	3942	257064960	133888	902.884	1.10756	14.1076	8	
8	8	1024	1920	7.46391	46801	32063	14738	1017446400	529920	257.238	3.88745	4.01934	8	
8	8	2048	1920	31.5094	154589	79734	74855	4048158720	2.10842e+06	60.9342	16.4111	0.952097	8	
8	16	1	1920	0.128162	11	11	0	11520	6	14981.1	0.066751	234.079	8	
8	16	2	1920	0.0870849	27	27	0	24960	13	22047.4	0.0453567	344.491	8	
8	16	4	1920	0.13594	105	105	0	57600	30	14123.9	0.0708021	220.686	8	
8	16	8	1920	0.0653196	172	170	2	145920	76	29393.9	0.0340206	459.28	8	
8	16	16	1920	0.0708197	280	279	1	414720	216	27111.1	0.0368853	423.611	8	
8	16	32	1920	0.0975543	571	567	4	1320960	688	19681.3	0.0508096	307.521	8	
8	16	64	1920	0.130002	1133	1123	10	4608000	2400	14769	0.0677093	230.766	8	
8	16	128	1920	0.193227	2265	2223	42	17080320	8896	9936.48	0.100639	155.258	8	
8	16	256	1920	0.763026	4826	4679	147	65617920	34176	2516.3	0.397409	39.3171	8	
8	16	512	1920	2.05087	9807	9266	541	257064960	133888	936.189	1.06816	14.628	8	
8	16	1024	1920	7.62547	20728	18527	2201	1017446400	529920	251.788	3.9716	3.93418	8	
8	16	2048	1920	31.1617	48809	38740	10069	4048158720	2.10842e+06	61.6141	16.23	0.962721	8	
8	32	1	1920	0.090046	6	6	0	11520	6	21322.4	0.046899	333.163	8	
8	32	2	1920	0.0945054	15	15	0	24960	13	20316.3	0.0492216	317.442	8	
8	32	4	1920	0.0546886	69	69	0	57600	30	35107.9	0.0284836	548.561	8	
8	32	8	1920	0.0844674	108	108	0	145920	76	22730.7	0.0439934	355.167	8	
8	32	16	1920	0.0839553	178	178	0	414720	216	22869.3	0.0437267	357.333	8	
8	32	32	1920	0.0983805	361	361	0	1320960	688	19516.1	0.0512399	304.938	8	
8	32	64	1920	0.107252	697	697	0	4608000	2400	17901.8	0.0558604	279.715	8	
8	32	128	1920	0.200675	1399	1393	6	17080320	8896	9567.69	0.104518	149.495	8	
8	32	256	1920	0.680642	2926	2909	17	65617920	34176	2820.87	0.354501	44.076	8	
8	32	512	1920	2.12618	5919	5833	86	257064960	133888	903.028	1.10738	14.1098	8	
8	32	1024	1920	7.24671	12059	11740	319	1017446400	529920	264.948	3.77433	4.13981	8	
8	32	2048	1920	31.4691	25443	24009	1434	4048158720	2.10842e+06	61.0122	16.3902	0.953315	8	
8	64	1	1920	0.0866593	5	5	0	11520	6	22155.7	0.045135	346.183	8	
8	64	2	1920	0.0886133	10	10	0	24960	13	21667.2	0.0461528	338.55	8	
8	64	4	1920	0.046021	47	47	0	57600	30	41720.1	0.0239693	651.876	8	
8	64	8	1920	0.0750996	72	72	0	145920	76	25566.1	0.0391143	399.47	8	
8	64	16	1920	0.0751877	112	112	0	414720	216	25536.1	0.0391603	399.001	8	
8	64	32	1920	0.0835892	233	233	0	1320960	688	22969.5	0.043536	358.898	8	
8	64	64	1920	0.108463	444	444	0	4608000	2400	17701.9	0.056491	276.593	8	
8	64	128	1920	0.169371	879	878	1	17080320	8896	11336.1	0.0882141	177.126	8	
8	64	256	1920	0.791753	1877	1874	3	65617920	34176	2425	0.412372	37.8906	8	
8	64	512	1920	2.12231	3641	3623	18	257064960	133888	904.673	1.10537	14.1355	8	
8	64	1024	1920	7.27042	7375	7326	49	1017446400	529920	264.084	3.78668	4.12631	8	
8	64	2048	1920	31.2249	15116	14919	197	4048158720	2.10842e+06	61.4894	16.263	0.960771	8	
8	128	1	1920	0.0848125	2	2	0	11520	6	22638.2	0.0441732	353.722	8	
8	128	2	1920	0.0869912	5	5	0	24960	13	22071.2	0.0453079	344.863	8	
8	128	4	1920	0.083258	30	30	0	57600	30	23060.8	0.0433635	360.326	8	
8	128	8	1920	0.0842414	45	45	0	145920	76	22791.6	0.0438757	356.12	8	
8	128	16	1920	0.0832263	71	71	0	414720	216	23069.6	0.043347	360.463	8	
8	128	32	1920	0.0892915	150	150	0	1320960	688	21502.6	0.046506	335.978	8	
8	128	64	1920	0.118348	285	285	0	4608000	2400	16223.4	0.0616395	253.49	8	
8	128	128	1920	0.255065	549	548	1	17080320	8896	7527.49	0.132846	117.617	8	
8	128	256	1920	0.751644	1211	1208	3	65617920	34176	2554.4	0.391481	39.9125	8	
8	128	512	1920	2.16013	2345	2341	4	257064960	133888	888.837	1.12507	13.8881	8	
8	128	1024	1920	7.54849	4739	4729	10	1017446400	529920	254.356	3.9315	3.97431	8	
8	128	2048	1920	31.2948	9554	9529	25	4048158720	2.10842e+06	61.3521	16.2994	0.958627	8	
